id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
694,2018,Lucknow,2018-04-22,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
695,2018,Kolkata,2018-03-02,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,35,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
696,2018,Delhi,2018-04-28,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,52,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
697,2018,Bangalore,2018-03-04,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
698,2018,Jaipur,2018-04-17,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
699,2018,Lucknow,2018-04-08,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
700,2019,Delhi,2019-04-08,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,0,Punjab Kings,33,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
701,2019,Ahmedabad,2019-03-26,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,runs,0,Sunrisers Hyderabad,43,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
702,2019,Mumbai,2019-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Mumbai Indians,43,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
703,2019,Kolkata,2019-03-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
704,2019,Jaipur,2019-04-27,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Rajasthan Royals,53,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
705,2019,Delhi,2019-05-07,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
706,2019,Ahmedabad,2019-04-24,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
707,2019,Mumbai,2019-05-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Mumbai Indians,14,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
708,2019,Kolkata,2019-03-28,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,runs,0,Chennai Super Kings,10,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
709,2019,Jaipur,2019-03-02,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
710,2019,Delhi,2019-03-28,Delhi Capitals,Punjab Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
711,2019,Ahmedabad,2019-03-07,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
712,2019,Mumbai,2019-03-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
713,2019,Kolkata,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
714,2019,Jaipur,2019-05-28,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Rajasthan Royals,24,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
715,2019,Delhi,2019-04-24,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
716,2019,Ahmedabad,2019-05-03,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
717,2019,Mumbai,2019-04-28,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,runs,0,Royal Challengers Bangalore,54,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
718,2019,Kolkata,2019-03-15,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,runs,0,Kolkata Knight Riders,41,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
719,2019,Jaipur,2019-05-23,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,runs,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
720,2019,Delhi,2019-03-04,Delhi Capitals,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
721,2019,Ahmedabad,2019-04-19,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,runs,0,Sunrisers Hyderabad,45,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
722,2019,Mumbai,2019-03-03,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
723,2019,Kolkata,2019-05-11,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,runs,0,Chennai Super Kings,12,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
724,2019,Jaipur,2019-04-02,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,runs,0,Rajasthan Royals,19,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
725,2019,Delhi,2019-04-20,Delhi Capitals,Punjab Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
726,2019,Ahmedabad,2019-03-24,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
727,2019,Mumbai,2019-04-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
728,2019,Kolkata,2019-04-04,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,runs,0,Kolkata Knight Riders,9,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
729,2019,Jaipur,2019-03-12,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
730,2019,Delhi,2019-04-19,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,27,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
731,2019,Ahmedabad,2019-03-19,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,runs,0,Sunrisers Hyderabad,37,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
732,2019,Mumbai,2019-03-09,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Mumbai Indians,29,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
733,2019,Kolkata,2019-05-11,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
734,2019,Jaipur,2019-04-03,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Rajasthan Royals,72,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
735,2019,Delhi,2019-03-19,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,0,Punjab Kings,60,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
736,2019,Ahmedabad,2019-04-02,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
737,2019,Mumbai,2019-05-13,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
738,2019,Kolkata,2019-03-25,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,45,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
739,2019,Jaipur,2019-04-27,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Rajasthan Royals,24,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
740,2019,Delhi,2019-03-04,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,26,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
741,2019,Ahmedabad,2019-03-04,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,runs,0,Sunrisers Hyderabad,35,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
742,2019,Mumbai,2019-04-21,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Mumbai Indians,22,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
743,2019,Kolkata,2019-05-13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
744,2019,Jaipur,2019-04-23,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,runs,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
745,2019,Delhi,2019-05-18,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,wickets,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
746,2019,Ahmedabad,2019-03-03,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
747,2019,Mumbai,2019-03-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
748,2019,Kolkata,2019-04-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
749,2019,Jaipur,2019-04-22,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,runs,0,Lucknow Super Giants,13,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
750,2019,Delhi,2019-05-06,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
751,2019,Ahmedabad,2019-05-11,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
752,2019,Mumbai,2019-05-08,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Mumbai Indians,37,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
753,2019,Kolkata,2019-05-11,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
754,2019,Jaipur,2019-03-13,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
755,2019,Delhi,2019-04-16,Delhi Capitals,Punjab Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,1,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
756,2019,Ahmedabad,2019-04-28,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
757,2019,Mumbai,2019-04-13,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
758,2019,Kolkata,2019-03-01,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,runs,0,Kolkata Knight Riders,42,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
759,2019,Jaipur,2019-05-04,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,runs,0,Rajasthan Royals,29,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
760,2020,Chennai,2020-03-27,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,runs,0,Chennai Super Kings,11,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
761,2020,Ahmedabad,2020-05-10,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,52,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
762,2020,Kolkata,2020-03-23,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
763,2020,Mohali,2020-04-27,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,runs,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
764,2020,Jaipur,2020-03-03,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
765,2020,Chennai,2020-03-16,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
766,2020,Ahmedabad,2020-04-28,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,runs,0,Gujarat Titans,39,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
767,2020,Kolkata,2020-05-04,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
768,2020,Mohali,2020-04-05,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
769,2020,Jaipur,2020-05-17,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
770,2020,Chennai,2020-04-05,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
771,2020,Ahmedabad,2020-03-10,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
772,2020,Kolkata,2020-03-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
773,2020,Mohali,2020-04-01,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,runs,0,Punjab Kings,38,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
774,2020,Jaipur,2020-04-18,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
775,2020,Chennai,2020-05-18,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
776,2020,Ahmedabad,2020-05-28,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
777,2020,Kolkata,2020-03-03,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
778,2020,Mohali,2020-03-05,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,runs,0,Punjab Kings,41,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
779,2020,Jaipur,2020-04-04,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
780,2020,Chennai,2020-04-07,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Chennai Super Kings,45,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
781,2020,Ahmedabad,2020-03-12,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,48,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
782,2020,Kolkata,2020-04-22,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,runs,0,Mumbai Indians,25,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
783,2020,Mohali,2020-05-28,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,runs,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
784,2020,Jaipur,2020-05-14,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
785,2020,Chennai,2020-03-20,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,wickets,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
786,2020,Ahmedabad,2020-03-06,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,runs,0,Gujarat Titans,25,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
787,2020,Kolkata,2020-03-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
788,2020,Mohali,2020-04-12,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
789,2020,Jaipur,2020-03-16,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
790,2020,Chennai,2020-05-24,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
791,2020,Ahmedabad,2020-05-16,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,runs,0,Gujarat Titans,43,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
792,2020,Kolkata,2020-03-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
793,2020,Mohali,2020-03-12,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,runs,0,Royal Challengers Bangalore,44,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
794,2020,Jaipur,2020-04-05,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
795,2020,Chennai,2020-04-14,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,runs,0,Chennai Super Kings,24,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
796,2020,Ahmedabad,2020-03-10,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,37,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
797,2020,Kolkata,2020-03-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,runs,0,Kolkata Knight Riders,35,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
798,2020,Mohali,2020-03-15,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,13,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
799,2020,Jaipur,2020-03-21,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
800,2020,Chennai,2020-05-24,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
801,2020,Ahmedabad,2020-04-04,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,runs,0,Gujarat Titans,25,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
802,2020,Kolkata,2020-05-01,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,runs,0,Mumbai Indians,13,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
803,2020,Mohali,2020-04-08,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,34,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
804,2020,Jaipur,2020-05-13,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
805,2020,Chennai,2020-05-13,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Chennai Super Kings,46,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
806,2020,Ahmedabad,2020-04-20,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
807,2020,Kolkata,2020-05-24,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
808,2020,Mohali,2020-05-01,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,60,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
809,2020,Jaipur,2020-04-10,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,runs,0,Rajasthan Royals,46,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
810,2020,Chennai,2020-04-16,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Chennai Super Kings,37,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
811,2020,Ahmedabad,2020-04-10,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
812,2020,Kolkata,2020-04-20,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
813,2020,Mohali,2020-05-05,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,runs,0,Royal Challengers Bangalore,18,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
814,2020,Jaipur,2020-04-09,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
815,2020,Chennai,2020-03-19,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
816,2020,Ahmedabad,2020-05-03,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,runs,0,Gujarat Titans,9,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
817,2020,Kolkata,2020-04-05,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,runs,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
818,2020,Mohali,2020-05-07,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
819,2020,Jaipur,2020-03-24,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Rajasthan Royals,15,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
820,2021,Lucknow,2021-03-28,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,runs,0,Lucknow Super Giants,42,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
821,2021,Chennai,2021-03-11,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,runs,0,Chennai Super Kings,9,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
822,2021,Ahmedabad,2021-05-09,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,11,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
823,2021,Mohali,2021-03-15,Punjab Kings,Mumbai Indians,Mumbai Indians,field,runs,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
